,EID,confidence,countryCode,focus,lat,lon,name,population
1,2-s2.0-9644274001,,MU,major,-20.3,57.58333,Republic of Mauritius,1294104
2,2-s2.0-9644274001,,MU,major,-20.3,57.58333,Republic of Mauritius,1294104
3,2-s2.0-9644274001,,NE,minor,18.0,9.0,Republic of Niger,15878271
0,2-s2.0-81755168326,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
1,2-s2.0-81755168326,,AU,minor,-37.0,145.0,State of Victoria,5354042
0,2-s2.0-85030153094,,TH,major,15.5,101.0,Kingdom of Thailand,67089500
0,2-s2.0-85021681743,,TH,minor,15.5,101.0,Kingdom of Thailand,67089500
1,2-s2.0-85021681743,,TH,minor,15.5,101.0,Kingdom of Thailand,67089500
2,2-s2.0-85021681743,,KH,major,13.0,105.0,Kingdom of Cambodia,14453680
3,2-s2.0-85021681743,,KH,major,13.0,105.0,Kingdom of Cambodia,14453680
4,2-s2.0-85021681743,,KH,major,13.0,105.0,Kingdom of Cambodia,14453680
5,2-s2.0-85021681743,,KH,major,13.0,105.0,Kingdom of Cambodia,14453680
6,2-s2.0-85021681743,,MY,minor,2.5,112.5,Malaysia,28274729
7,2-s2.0-85021681743,,KH,minor,10.83333,104.33333,Kampot,627884
8,2-s2.0-85021681743,,KH,minor,10.83333,104.33333,Kampot,627884
9,2-s2.0-85021681743,,KH,minor,10.83333,104.33333,Kampot,627884
10,2-s2.0-85021681743,,MY,minor,4.0,102.0,Peninsular Malaysia,0
0,2-s2.0-84971427275,,MY,major,2.5,112.5,Malaysia,28274729
0,2-s2.0-84954477558,,TH,major,15.5,101.0,Kingdom of Thailand,67089500
0,2-s2.0-84974627764,,,minor,29.84064,89.29688,Asia,3812366000
1,2-s2.0-84974627764,,TH,major,15.5,101.0,Kingdom of Thailand,67089500
0,2-s2.0-51349094167,,TH,major,15.5,101.0,Kingdom of Thailand,67089500
1,2-s2.0-51349094167,,TH,minor,7.19882,100.5951,Songkhla,84264
1,2-s2.0-51349151064,,TH,major,15.5,101.0,Kingdom of Thailand,67089500.0
0,2-s2.0-51349151064,,TH,minor,7.19882,100.5951,Songkhla,84264.0
2,2-s2.0-0001166323,,US,major,39.76,-98.5,United States,310232863.0
3,2-s2.0-0001166323,,ID,major,-5.0,120.0,Republic of Indonesia,242968342.0
0,2-s2.0-0001166323,,ID,minor,-6.75,107.5,Jawa Barat,45278744.0
1,2-s2.0-0001166323,,US,minor,30.02058,-84.98058,Sumatra,148.0
0,2-s2.0-0036316891,,CN,major,35.0,105.0,People’s Republic of China,1330044000
1,2-s2.0-0036316891,,CN,minor,22.08829,101.0248,Xishuangbanna Daizu Zizhizhou,0
2,2-s2.0-0036316891,,CN,minor,25.0,101.5,Yunnan Sheng,45430000
1,2-s2.0-0026283917,,ID,major,-5.0,120.0,Republic of Indonesia,242968342.0
0,2-s2.0-0026283917,,ID,minor,-1.0,100.5,Provinsi Sumatera Barat,5014112.0
0,2-s2.0-0035700970,,,,,,,
1,2-s2.0-0032694649,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754.0
0,2-s2.0-0032694649,,AU,minor,-20.0,145.0,State of Queensland,4332739.0
0,2-s2.0-33947429725,,MX,major,23.0,-102.0,Mexico,112468855
1,2-s2.0-33947429725,,MX,minor,20.75,-88.83333,Estado de Yucatán,1761761
0,2-s2.0-4344672117,,PY,major,-23.33333,-58.0,Republic of Paraguay,6375830
1,2-s2.0-77952416399,,MZ,major,-18.25,35.0,Republic of Mozambique,22061451.0
0,2-s2.0-77952416399,,MZ,minor,-15.58417,40.01083,Capitula,0.0
0,2-s2.0-0032791001,,,,,,,
0,2-s2.0-0021548866,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
0,2-s2.0-0021593787,,,,,,,
0,2-s2.0-0036844823,,,,,,,
0,2-s2.0-84873466797,,,,,,,
0,2-s2.0-0001720102,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
1,2-s2.0-84904117865,,AT,major,47.33333,13.33333,Republic of Austria,8205000.0
0,2-s2.0-84904117865,,AT,minor,46.70182,12.82341,Pallas,0.0
0,2-s2.0-0036407703,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
0,2-s2.0-27144437611,,,,,,,
0,2-s2.0-85021328656,,,,,,,
0,2-s2.0-85000839221,,PE,major,-10.0,-75.25,Republic of Peru,29907003
1,2-s2.0-85000839221,,PE,major,-10.0,-75.25,Republic of Peru,29907003
2,2-s2.0-85000839221,,CL,minor,-30.0,-71.0,Republic of Chile,16746491
3,2-s2.0-85000839221,,PE,minor,-11.29098,-77.65281,Punta Salinas,0
0,2-s2.0-0030301957,,PE,major,-10.0,-75.25,Republic of Peru,29907003
0,2-s2.0-33746326789,,,,,,,
0,2-s2.0-84899533024,,MX,major,23.0,-102.0,Mexico,112468855
1,2-s2.0-84899533024,,MX,minor,19.18095,-96.1429,Veracruz,568313
0,2-s2.0-34347391111,,CR,major,10.0,-84.0,Republic of Costa Rica,4516220
1,2-s2.0-34347391111,,,minor,20.38583,-72.33398,Caribean,39169962
0,2-s2.0-33644623788,,,,,,,
0,2-s2.0-17644415743,,CR,major,10.0,-84.0,Republic of Costa Rica,4516220
0,2-s2.0-0037636117,,,,,,,
2,2-s2.0-0032722788,,MX,major,23.0,-102.0,Mexico,112468855.0
0,2-s2.0-0032722788,,CR,major,10.0,-84.0,Republic of Costa Rica,4516220.0
1,2-s2.0-0032722788,,MX,minor,18.02333,-92.96306,La Selva,7690.0
1,2-s2.0-0030428023,,VE,major,8.0,-66.0,Bolivarian Republic of Venezuela,27223228.0
0,2-s2.0-0030428023,,VE,minor,10.13008,-71.25946,Lagunillas,44257.0
0,2-s2.0-85014323294,,,,,,,
0,2-s2.0-84881558704,,,,,,,
0,2-s2.0-80054890085,,,,,,,
0,2-s2.0-39449091048,,,,,,,
0,2-s2.0-34250005421,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
0,2-s2.0-33846619138,,,,,,,
0,2-s2.0-33749568689,,,,,,,
0,2-s2.0-19344362905,,MX,major,23.0,-102.0,Mexico,112468855
0,2-s2.0-2542473240,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
1,2-s2.0-2542473240,,BR,minor,-12.97111,-38.51083,Salvador,2711840
0,2-s2.0-6344241901,,,,,,,
0,2-s2.0-1542290439,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
1,2-s2.0-1542290439,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
2,2-s2.0-1542290439,,VE,minor,8.0,-66.0,Bolivarian Republic of Venezuela,27223228
0,2-s2.0-24744434916,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
2,2-s2.0-0034067640,,MX,major,23.0,-102.0,Mexico,112468855.0
0,2-s2.0-0034067640,,CR,major,10.0,-84.0,Republic of Costa Rica,4516220.0
1,2-s2.0-0034067640,,MX,minor,18.02333,-92.96306,La Selva,7690.0
0,2-s2.0-0033043987,,,,,,,
0,2-s2.0-2642710873,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
2,2-s2.0-0000852623,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0000852623,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330.0
1,2-s2.0-0000852623,,US,minor,38.15889,-105.46278,Herman Passiflora Mine,0.0
0,2-s2.0-85024813181,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
0,2-s2.0-0022168454,,CO,major,4.0,-73.25,Republic of Colombia,47790000
0,2-s2.0-51349110569,,MX,major,23.0,-102.0,Mexico,112468855
0,2-s2.0-0036768908,,MX,major,23.0,-102.0,Mexico,112468855
1,2-s2.0-0036768908,,MX,minor,19.24997,-103.72714,Colima,127235
2,2-s2.0-0036768908,,MX,minor,29.86611,-109.3125,Jalisco,21
0,2-s2.0-0942299975,,PA,major,9.0,-80.0,Republic of Panama,3410676
2,2-s2.0-85043569924,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-85043569924,,US,minor,41.4036,-95.01388,Atlantic,6833.0
1,2-s2.0-85043569924,,US,minor,41.4036,-95.01388,Atlantic,6833.0
0,2-s2.0-84983331719,,,,,,,
0,2-s2.0-33645832007,,CW,major,12.16667,-68.96667,Country of Curaçao,141766
1,2-s2.0-33645832007,,CW,major,12.16667,-68.96667,Country of Curaçao,141766
2,2-s2.0-33645832007,,CW,major,12.16667,-68.96667,Country of Curaçao,141766
3,2-s2.0-33645832007,,CW,major,12.16667,-68.96667,Country of Curaçao,141766
4,2-s2.0-33645832007,,AN,minor,12.11721,-68.91964,Netherlands Antilles,300000
5,2-s2.0-33645832007,,VE,minor,8.0,-66.0,Bolivarian Republic of Venezuela,27223228
6,2-s2.0-33645832007,,CU,minor,22.0,-79.5,Republic of Cuba,11423000
7,2-s2.0-33645832007,,CU,minor,23.1168,-82.38859,Caribbean,0
0,2-s2.0-85038246212,,,,,,,
0,2-s2.0-0026268291,,NZ,major,-42.0,174.0,New Zealand,4252277
0,2-s2.0-84941721227,,NZ,major,-42.0,174.0,New Zealand,4252277
0,2-s2.0-84904960895,,NZ,major,-42.0,174.0,New Zealand,4252277
1,2-s2.0-84904960895,,NZ,major,-42.0,174.0,New Zealand,4252277
0,2-s2.0-84868667324,,NZ,major,-42.0,174.0,New Zealand,4252277
1,2-s2.0-84868667324,,NZ,minor,-43.0,171.0,South Island,1027500
2,2-s2.0-84868667324,,NZ,minor,-41.24828,175.6102,Kakapo,0
0,2-s2.0-0036769845,,,,,,,
0,2-s2.0-78650967021,,IN,major,22.0,79.0,Republic of India,1173108018
0,2-s2.0-2642642907,,,,,,,
0,2-s2.0-85016221397,,EC,major,-1.25,-78.25,Republic of Ecuador,14790608
0,2-s2.0-85009912709,,AR,major,-34.0,-64.0,Argentine Republic,41343201
1,2-s2.0-85009912709,,AR,minor,-49.57617,-68.3514,Patagonian Desert,0
1,2-s2.0-77449096770,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-77449096770,,US,minor,57.05315,-135.33088,Sitka,8863.0
0,2-s2.0-77954140542,,AO,major,-12.5,18.5,Republic of Angola,13068161
1,2-s2.0-77954140542,,CI,major,8.0,-5.5,Republic of Côte d’Ivoire,21058798
0,2-s2.0-85013664683,,MX,major,23.0,-102.0,Mexico,112468855
1,2-s2.0-85013664683,,IN,minor,22.0,79.0,Republic of India,1173108018
2,2-s2.0-85013664683,,MX,minor,19.18095,-96.1429,Veracruz,568313
0,2-s2.0-66749134786,,,,,,,
6,2-s2.0-84884163924,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330.0
0,2-s2.0-84884163924,,US,minor,41.4036,-95.01388,Atlantic,6833.0
1,2-s2.0-84884163924,,BR,minor,-14.79364,-39.03949,Ilhéus,155499.0
2,2-s2.0-84884163924,,BR,minor,-12.0,-42.0,Bahia,14175341.0
3,2-s2.0-84884163924,,BR,minor,-12.0,-42.0,Bahia,14175341.0
4,2-s2.0-84884163924,,AT,minor,46.70182,12.82341,Pallas,0.0
5,2-s2.0-84884163924,,US,minor,42.86842,-70.93422,Atlantic Forest Ski Area,0.0
0,2-s2.0-0027847162,,MG,minor,-20.0,47.0,Republic of Madagascar,21281844
1,2-s2.0-0027847162,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
2,2-s2.0-0027847162,,AU,minor,-12.46113,130.84185,Darwin,129062
0,2-s2.0-84867554863,,JP,major,35.68536,139.75309,Japan,127288000
1,2-s2.0-84867554863,,JP,minor,26.5,128.0,Ryukyu Islands,0
0,2-s2.0-67349150044,,,,,,,
3,2-s2.0-35349004318,,ID,major,-5.0,120.0,Republic of Indonesia,242968342.0
0,2-s2.0-35349004318,,MY,minor,2.5,112.5,Malaysia,28274729.0
1,2-s2.0-35349004318,,ID,minor,-1.0,114.0,Kalimantan,0.0
2,2-s2.0-35349004318,,ID,minor,-1.46167,123.46444,Palangka,0.0
0,2-s2.0-79952765249,,,,,,,
0,2-s2.0-70350575735,,ZA,major,-29.0,24.0,Republic of South Africa,49000000
1,2-s2.0-70350575735,,ZA,minor,-32.25674,18.92425,Cederberg,31942
2,2-s2.0-70350575735,,CA,minor,79.35192,-75.86321,Cape Field,0
1,2-s2.0-33747833439,,ZA,major,-29.0,24.0,Republic of South Africa,49000000.0
0,2-s2.0-33747833439,,ZA,minor,-28.73333,16.58333,Namakwakop,0.0
1,2-s2.0-30944436342,,PH,major,13.0,122.0,Republic of the Philippines,99900177.0
0,2-s2.0-30944436342,,PH,minor,18.11667,121.4,Flora,17391.0
3,2-s2.0-4644317045,,PH,major,13.0,122.0,Republic of the Philippines,99900177.0
0,2-s2.0-4644317045,,PH,minor,18.11667,121.4,Flora,17391.0
1,2-s2.0-4644317045,,PH,minor,18.11667,121.4,Flora,17391.0
2,2-s2.0-4644317045,,PH,minor,18.11667,121.4,Flora,17391.0
0,2-s2.0-0001757789,,ZA,major,-29.0,24.0,Republic of South Africa,49000000
1,2-s2.0-0001757789,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
0,2-s2.0-0032884055,,,,,,,
0,2-s2.0-84959317622,,,,,,,
2,2-s2.0-0346640461,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0346640461,,,minor,46.07323,-100.54688,North America,0.0
1,2-s2.0-0346640461,,US,minor,39.00027,-105.50083,Colorado,4678630.0
2,2-s2.0-85028761415,,GR,major,39.0,22.0,Hellenic Republic,11000000.0
3,2-s2.0-85028761415,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-85028761415,,US,minor,39.00027,-105.50083,Colorado,4678630.0
1,2-s2.0-85028761415,,GR,minor,36.45552,28.22049,Mediterranean,0.0
1,2-s2.0-77953158269,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-77953158269,,US,minor,39.00027,-105.50083,Colorado,4678630.0
0,2-s2.0-85003412871,,,,,,,
0,2-s2.0-85031812466,,IT,major,42.83333,12.83333,Repubblica Italiana,60340328
1,2-s2.0-85031812466,,IT,minor,45.66667,9.5,Lombardia,9826141
2,2-s2.0-85031812466,,IT,minor,44.71563,10.22622,Sala Baganza,4517
15,2-s2.0-84931570803,,PH,major,13.0,122.0,Republic of the Philippines,99900177.0
16,2-s2.0-84931570803,,ES,major,40.0,-4.0,Kingdom of Spain,46505963.0
17,2-s2.0-84931570803,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-84931570803,,,minor,46.07323,-100.54688,North America,0.0
1,2-s2.0-84931570803,,,minor,46.07323,-100.54688,North America,0.0
2,2-s2.0-84931570803,,,minor,46.07323,-100.54688,North America,0.0
3,2-s2.0-84931570803,,,minor,48.69096,9.14062,Europe,0.0
4,2-s2.0-84931570803,,,minor,48.69096,9.14062,Europe,0.0
5,2-s2.0-84931570803,,,minor,48.69096,9.14062,Europe,0.0
6,2-s2.0-84931570803,,,minor,48.69096,9.14062,Europe,0.0
7,2-s2.0-84931570803,,,minor,48.69096,9.14062,Europe,0.0
8,2-s2.0-84931570803,,,minor,48.69096,9.14062,Europe,0.0
9,2-s2.0-84931570803,,,minor,48.69096,9.14062,Europe,0.0
10,2-s2.0-84931570803,,CH,major,47.00016,8.01427,Switzerland,7581000.0
11,2-s2.0-84931570803,,IT,major,42.83333,12.83333,Repubblica Italiana,60340328.0
12,2-s2.0-84931570803,,PH,minor,18.11667,121.4,Flora,17391.0
13,2-s2.0-84931570803,,ES,minor,28.0,-15.5,Canary Islands,2103992.0
14,2-s2.0-84931570803,,US,minor,47.79936,-92.25849,North American Mine,0.0
0,2-s2.0-84944450555,,,,,,,
0,2-s2.0-84876163056,,,,,,,
0,2-s2.0-78651426670,,,,,,,
0,2-s2.0-58249102953,,,,,,,
0,2-s2.0-61849090731,,,,,,,
0,2-s2.0-0030834314,,,,,,,
0,2-s2.0-0030513551,,,,,,,
0,2-s2.0-0028801920,,,,,,,
1,2-s2.0-0000223737,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0000223737,,US,minor,40.00032,-89.25037,Illinois,12772888.0
0,2-s2.0-77950592848,,,,,,,
0,2-s2.0-84863452213,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-84863452213,,US,major,39.76,-98.5,United States,310232863
0,2-s2.0-84924943909,,,,,,,
0,2-s2.0-0033853263,,,,,,,
0,2-s2.0-0032940209,,,,,,,
14,2-s2.0-0000446839,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0000446839,,US,minor,40.00032,-86.25027,Indiana,6265933.0
1,2-s2.0-0000446839,,US,minor,40.00032,-86.25027,Indiana,6265933.0
2,2-s2.0-0000446839,,US,minor,40.00032,-86.25027,Indiana,6265933.0
3,2-s2.0-0000446839,,US,minor,40.00032,-86.25027,Indiana,6265933.0
4,2-s2.0-0000446839,,US,minor,40.00032,-86.25027,Indiana,6265933.0
5,2-s2.0-0000446839,,US,minor,40.00032,-86.25027,Indiana,6265933.0
6,2-s2.0-0000446839,,US,minor,40.00032,-89.25037,Illinois,12772888.0
7,2-s2.0-0000446839,,US,minor,42.00027,-93.50049,Iowa,2955010.0
8,2-s2.0-0000446839,,US,minor,42.00027,-93.50049,Iowa,2955010.0
9,2-s2.0-0000446839,,US,minor,42.00027,-93.50049,Iowa,2955010.0
10,2-s2.0-0000446839,,US,minor,41.50028,-99.75067,Nebraska,1757399.0
11,2-s2.0-0000446839,,US,minor,41.50028,-99.75067,Nebraska,1757399.0
12,2-s2.0-0000446839,,US,minor,41.50028,-99.75067,Nebraska,1757399.0
13,2-s2.0-0000446839,,US,minor,41.50028,-99.75067,Nebraska,1757399.0
0,2-s2.0-84943790178,,MT,major,35.91667,14.43333,Republic of Malta,403000
0,2-s2.0-84874040004,,PR,major,18.24829,-66.49989,Puerto Rico,3916632
0,2-s2.0-38249022981,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
0,2-s2.0-85027225481,,,,,,,
0,2-s2.0-50449102556,,,,,,,
1,2-s2.0-25444467215,,JP,major,35.68536,139.75309,Japan,127288000.0
0,2-s2.0-25444467215,,JP,minor,34.23333,135.16667,Wakayama,351000.0
0,2-s2.0-0036158167,,,,,,,
0,2-s2.0-28844479603,,,,,,,
0,2-s2.0-85025123161,,,minor,7.1881,21.09375,Africa,1031833000
1,2-s2.0-85025123161,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
5,2-s2.0-35648968736,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-35648968736,,US,minor,28.75054,-82.5001,Florida,17671452.0
1,2-s2.0-35648968736,,US,minor,28.75054,-82.5001,Florida,17671452.0
2,2-s2.0-35648968736,,US,minor,28.75054,-82.5001,Florida,17671452.0
3,2-s2.0-35648968736,,US,minor,39.00039,-75.49992,Delaware,838549.0
4,2-s2.0-35648968736,,US,minor,40.27245,-76.90567,Pennsylvania,12440621.0
1,2-s2.0-79952070437,,CN,major,35.0,105.0,People’s Republic of China,1330044000.0
0,2-s2.0-79952070437,,CN,minor,30.58333,114.26667,Wuhan,9785388.0
0,2-s2.0-28244437731,,JP,major,35.68536,139.75309,Japan,127288000
1,2-s2.0-28244437731,,JP,minor,34.23333,135.16667,Wakayama,351000
0,2-s2.0-0032931604,,,,,,,
0,2-s2.0-0032897139,,,,,,,
2,2-s2.0-85016073427,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-85016073427,,,minor,48.69096,9.14062,Europe,0.0
1,2-s2.0-85016073427,,US,minor,38.67852,-121.7733,Woodland,58567.0
0,2-s2.0-84888020164,,,,,,,
0,2-s2.0-79955946028,,,,,,,
0,2-s2.0-79954580884,,,,,,,
0,2-s2.0-84999266411,,,minor,48.69096,9.14062,Europe,0
1,2-s2.0-84999266411,,,minor,48.69096,9.14062,Europe,0
2,2-s2.0-84999266411,,,minor,48.69096,9.14062,Europe,0
3,2-s2.0-84999266411,,,minor,63.0,12.0,Scandinavia,20320000
4,2-s2.0-84999266411,,GB,major,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,62348447
5,2-s2.0-84999266411,,GB,major,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,62348447
6,2-s2.0-84999266411,,GB,major,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,62348447
0,2-s2.0-0035039795,,CH,major,47.00016,8.01427,Switzerland,7581000
2,2-s2.0-67649447028,,PR,major,18.24829,-66.49989,Puerto Rico,3916632.0
0,2-s2.0-67649447028,,PR,minor,18.20107,-67.13962,Mayagüez,78647.0
1,2-s2.0-67649447028,,PR,minor,15.00028,-75.00028,Caribbean Sea,0.0
3,2-s2.0-80051992787,,IT,major,42.83333,12.83333,Repubblica Italiana,60340328.0
0,2-s2.0-80051992787,,IT,minor,44.28208,9.86104,Parana,44.0
1,2-s2.0-80051992787,,IT,minor,44.28208,9.86104,Parana,44.0
2,2-s2.0-80051992787,,BR,minor,-25.53075,-48.87427,Morretes,15718.0
0,2-s2.0-0009754724,,,,,,,
1,2-s2.0-85038917069,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-85038917069,,US,minor,44.50026,-100.25069,South Dakota,770184.0
0,2-s2.0-76649109566,,,,,,,
1,2-s2.0-72849112305,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-72849112305,,US,minor,44.50024,-90.00041,Wisconsin,5535168.0
0,2-s2.0-84901229089,,,,,,,
0,2-s2.0-0030251119,,IN,major,22.0,79.0,Republic of India,1173108018
0,2-s2.0-84991694047,,,,,,,
0,2-s2.0-84893474781,,,,,,,
0,2-s2.0-84947244890,,,,,,,
0,2-s2.0-67049088019,,HU,major,47.0,20.0,Hungary,9982000
1,2-s2.0-67049088019,,HU,major,47.0,20.0,Hungary,9982000
2,2-s2.0-67049088019,,GR,minor,36.45552,28.22049,Mediterranean,0
0,2-s2.0-0030498787,,,minor,-14.60485,-57.65625,South America,385742554
1,2-s2.0-0030498787,,FK,major,-51.75,-59.16667,Falkland Islands,2638
0,2-s2.0-73349093762,,JP,major,35.68536,139.75309,Japan,127288000
1,2-s2.0-73349093762,,JP,major,35.68536,139.75309,Japan,127288000
0,2-s2.0-84937629937,,,minor,46.07323,-100.54688,North America,0
1,2-s2.0-84937629937,,US,major,39.76,-98.5,United States,310232863
2,2-s2.0-84937629937,,US,major,39.76,-98.5,United States,310232863
3,2-s2.0-84937629937,,US,major,39.76,-98.5,United States,310232863
4,2-s2.0-84937629937,,US,minor,31.25044,-99.25061,Texas,22875689
5,2-s2.0-84937629937,,US,minor,31.25044,-99.25061,Texas,22875689
6,2-s2.0-84937629937,,US,minor,34.50034,-106.00085,New Mexico,1912684
7,2-s2.0-84937629937,,US,minor,34.50034,-106.00085,New Mexico,1912684
8,2-s2.0-84937629937,,US,minor,34.5003,-111.50098,Arizona,5863809
9,2-s2.0-84937629937,,US,minor,34.5003,-111.50098,Arizona,5863809
10,2-s2.0-84937629937,,US,minor,32.91671,-112.66738,Sonoran Desert,0
0,2-s2.0-0041346244,,NC,major,-21.5,165.5,Nouvelle-Calédonie,216494
1,2-s2.0-0041346244,,NC,major,-21.5,165.5,Nouvelle-Calédonie,216494
0,2-s2.0-0024903954,,NZ,major,-42.0,174.0,New Zealand,4252277
3,2-s2.0-82455210851,,CA,major,60.10867,-113.64258,Canada,33679000.0
0,2-s2.0-82455210851,,CA,minor,48.43294,-123.3693,Victoria,289625.0
1,2-s2.0-82455210851,,CA,minor,48.43294,-123.3693,Victoria,289625.0
2,2-s2.0-82455210851,,AU,minor,-42.0,147.0,State of Tasmania,495354.0
0,2-s2.0-12244288615,,,,,,,
1,2-s2.0-84899978579,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330.0
0,2-s2.0-84899978579,,BR,minor,-6.19944,-35.80167,Tangará,8067.0
0,2-s2.0-27744436401,,,,,,,
0,2-s2.0-0037983072,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
3,2-s2.0-33747455590,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-33747455590,,,minor,-14.60485,-57.65625,South America,385742554.0
1,2-s2.0-33747455590,,AR,major,-34.0,-64.0,Argentine Republic,41343201.0
2,2-s2.0-33747455590,,US,minor,40.97506,-81.40817,Uniontown,3309.0
4,2-s2.0-0035713280,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330.0
0,2-s2.0-0035713280,,CO,minor,4.0,-73.25,Republic of Colombia,47790000.0
1,2-s2.0-0035713280,,BR,minor,-3.75,-64.5,Amazonas,3480937.0
2,2-s2.0-0035713280,,BR,minor,-4.78333,-66.74,Matamatá,0.0
3,2-s2.0-0035713280,,BR,minor,-4.78333,-66.74,Matamatá,0.0
0,2-s2.0-84983339529,,,,,,,
0,2-s2.0-85021829299,,,minor,-78.15856,16.40626,Antarctica,0
1,2-s2.0-85021829299,,,minor,25.32417,-99.66797,Central America,154300000
2,2-s2.0-85021829299,,,minor,-14.60485,-57.65625,South America,385742554
3,2-s2.0-85021829299,,,minor,7.1881,21.09375,Africa,1031833000
4,2-s2.0-85021829299,,,minor,29.84064,89.29688,Asia,3812366000
5,2-s2.0-85021829299,,,minor,48.69096,9.14062,Europe,0
6,2-s2.0-85021829299,,,minor,46.07323,-100.54688,North America,0
7,2-s2.0-85021829299,,,minor,46.07323,-100.54688,North America,0
8,2-s2.0-85021829299,,US,major,39.76,-98.5,United States,310232863
9,2-s2.0-85021829299,,CA,major,60.10867,-113.64258,Canada,33679000
10,2-s2.0-85021829299,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
0,2-s2.0-84894206063,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-84894206063,,US,minor,31.00047,-92.0004,Louisiana,4515939
2,2-s2.0-84894206063,,US,minor,30.27353,-91.89928,Breaux Bridge,8395
0,2-s2.0-84874066031,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-84874066031,,US,minor,41.33888,-93.55855,North American Trailer Park,0
0,2-s2.0-79851491152,,,,,,,
0,2-s2.0-34250711421,,,,,,,
0,2-s2.0-0035101621,,,,,,,
0,2-s2.0-0033662288,,,,,,,
0,2-s2.0-0029661241,,,,,,,
0,2-s2.0-0030063047,,,,,,,
0,2-s2.0-0025631532,,,,,,,
0,2-s2.0-0021537267,,,,,,,
0,2-s2.0-0242724940,,,,,,,
2,2-s2.0-0030858477,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0030858477,,US,minor,31.25044,-99.25061,Texas,22875689.0
1,2-s2.0-0030858477,,US,minor,29.88455,-100.99371,Dolan Falls,0.0
2,2-s2.0-85019119542,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-85019119542,,US,minor,37.25022,-119.75126,California,37691912.0
1,2-s2.0-85019119542,,US,minor,38.25031,-92.50046,Missouri,5768151.0
1,2-s2.0-85012875034,,ES,major,40.0,-4.0,Kingdom of Spain,46505963.0
0,2-s2.0-85012875034,,ES,minor,28.06403,-16.73012,Playa de las Américas,3000.0
1,2-s2.0-84947762136,,ZW,major,-19.0,29.75,Republic of Zimbabwe,13061000.0
0,2-s2.0-84947762136,,ZW,minor,-16.86435,29.82652,Nicotiana,0.0
0,2-s2.0-84873090471,,,,,,,
0,2-s2.0-0026312742,,,,,,,
0,2-s2.0-84866943422,,,,,,,
9,2-s2.0-85029475851,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-85029475851,,,minor,46.07323,-100.54688,North America,0.0
1,2-s2.0-85029475851,,US,minor,44.00013,-120.50139,Oregon,3642919.0
2,2-s2.0-85029475851,,US,minor,44.00013,-120.50139,Oregon,3642919.0
3,2-s2.0-85029475851,,US,minor,44.00013,-120.50139,Oregon,3642919.0
4,2-s2.0-85029475851,,CA,minor,53.99983,-125.0032,British Columbia,4413973.0
5,2-s2.0-85029475851,,CA,minor,53.99983,-125.0032,British Columbia,4413973.0
