,EID,confidence,countryCode,focus,lat,lon,name,population
0,2-s2.0-84974133696,,GY,major,5.0,-59.0,Co-operative Republic of Guyana,748486
1,2-s2.0-84974133696,,GY,major,5.0,-59.0,Co-operative Republic of Guyana,748486
2,2-s2.0-84974133696,,GY,major,5.0,-59.0,Co-operative Republic of Guyana,748486
0,2-s2.0-18044365255,,WS,major,-13.8,-172.13333,Independent State of Samoa,192001
0,2-s2.0-84916217451,,NZ,major,-42.0,174.0,New Zealand,4252277
0,2-s2.0-0347568171,,IL,major,31.5,34.75,State of Israel,7353985
1,2-s2.0-0347568171,,,minor,35.0,25.0,East Mediterranean Ridge,0
0,2-s2.0-84864345822,,NZ,major,-42.0,174.0,New Zealand,4252277
0,2-s2.0-84873352818,,TW,major,24.0,121.0,Taiwan,22894384
4,2-s2.0-0001042813,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0001042813,,US,minor,44.00013,-120.50139,Oregon,3642919.0
1,2-s2.0-0001042813,,US,minor,37.25022,-119.75126,California,37691912.0
2,2-s2.0-0001042813,,US,minor,37.33939,-121.89496,San Jose,1026908.0
3,2-s2.0-0001042813,,US,minor,37.13054,-113.50829,Washington,24299.0
1,2-s2.0-84872714336,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-84872714336,,US,minor,45.50032,-69.24977,Maine,1325518.0
0,2-s2.0-84978054775,,,,,,,
0,2-s2.0-70349438913,,CN,major,35.0,105.0,People’s Republic of China,1330044000
1,2-s2.0-70349438913,,CN,minor,22.08829,101.0248,Xishuangbanna Daizu Zizhizhou,0
1,2-s2.0-79960290716,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-79960290716,,US,minor,47.00025,-109.75102,Montana,930698.0
0,2-s2.0-44949171580,,,,,,,
1,2-s2.0-41549140233,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-41549140233,,US,minor,47.00025,-109.75102,Montana,930698.0
0,2-s2.0-34848867268,,ID,minor,-5.0,120.0,Republic of Indonesia,242968342
1,2-s2.0-34848867268,,GB,major,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,62348447
2,2-s2.0-34848867268,,US,minor,47.00025,-109.75102,Montana,930698
3,2-s2.0-34848867268,,GB,minor,53.79648,-1.54785,Leeds,455123
0,2-s2.0-28444458553,,ID,major,-5.0,120.0,Republic of Indonesia,242968342
1,2-s2.0-28444458553,,ID,major,-5.0,120.0,Republic of Indonesia,242968342
2,2-s2.0-28444458553,,US,minor,30.02058,-84.98058,Sumatra,148
3,2-s2.0-28444458553,,ID,minor,-6.11667,105.4,Krakatoa,0
4,2-s2.0-28444458553,,ID,minor,-6.11667,105.4,Krakatoa,0
5,2-s2.0-28444458553,,ID,minor,-6.11667,105.41667,Pulau-Pulau Krakatau,0
6,2-s2.0-28444458553,,SE,minor,60.7,15.83333,Jävan,0
0,2-s2.0-18744398806,,,,,,,
1,2-s2.0-18144370827,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-18144370827,,US,minor,47.00025,-109.75102,Montana,930698.0
2,2-s2.0-0242542715,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0242542715,,US,minor,47.00025,-109.75102,Montana,930698.0
1,2-s2.0-0242542715,,US,minor,47.00025,-109.75102,Montana,930698.0
2,2-s2.0-0036898774,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0036898774,,ID,major,-5.0,120.0,Republic of Indonesia,242968342.0
1,2-s2.0-0036898774,,US,minor,47.00025,-109.75102,Montana,930698.0
0,2-s2.0-0036379316,,,,,,,
0,2-s2.0-84988977629,,,,,,,
0,2-s2.0-84858607347,,,,,,,
0,2-s2.0-0042822750,,CA,major,60.10867,-113.64258,Canada,33679000
1,2-s2.0-0042822750,,CA,minor,52.28333,-117.469,Alberta,3497881
0,2-s2.0-33847206129,,,,,,,
2,2-s2.0-0000715064,,CA,major,60.10867,-113.64258,Canada,33679000.0
3,2-s2.0-0000715064,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0000715064,,CA,minor,53.99983,-125.0032,British Columbia,4413973.0
1,2-s2.0-0000715064,,US,minor,57.05315,-135.33088,Sitka,8863.0
0,2-s2.0-84867357728,,MX,major,23.0,-102.0,Mexico,112468855
1,2-s2.0-84867357728,,MX,minor,23.63863,-110.22711,Durango,5
2,2-s2.0-84867357728,,MX,minor,25.02203,-110.85402,Las Cumbres,10
3,2-s2.0-84867357728,,MX,minor,25.02203,-110.85402,Las Cumbres,10
4,2-s2.0-84867357728,,MX,minor,25.02203,-110.85402,Las Cumbres,10
5,2-s2.0-84867357728,,MX,minor,17.24583,-92.95111,La Florida,818
6,2-s2.0-84867357728,,MX,minor,17.24583,-92.95111,La Florida,818
2,2-s2.0-84912026588,,GR,major,39.0,22.0,Hellenic Republic,11000000.0
0,2-s2.0-84912026588,,GR,minor,36.45552,28.22049,Mediterranean,0.0
1,2-s2.0-84912026588,,GR,minor,36.45552,28.22049,Mediterranean,0.0
0,2-s2.0-84868314709,,,,,,,
0,2-s2.0-0028139730,,ES,major,40.0,-4.0,Kingdom of Spain,46505963
0,2-s2.0-84863935093,,,,,,,
0,2-s2.0-85012952392,,,,,,,
1,2-s2.0-72649098354,,MY,major,2.5,112.5,Malaysia,28274729.0
0,2-s2.0-72649098354,,MY,minor,5.5202,115.5224,Kampung Silico,0.0
5,2-s2.0-84884772436,,IQ,major,33.0,44.0,Republic of Iraq,29671605.0
0,2-s2.0-84884772436,,,minor,7.1881,21.09375,Africa,1031833000.0
1,2-s2.0-84884772436,,,minor,7.1881,21.09375,Africa,1031833000.0
2,2-s2.0-84884772436,,ZA,major,-29.0,24.0,Republic of South Africa,49000000.0
3,2-s2.0-84884772436,,ZM,major,-14.33333,28.5,Republic of Zambia,13460305.0
4,2-s2.0-84884772436,,IQ,minor,31.0381,47.29445,‘Aslān,0.0
0,2-s2.0-84988485944,,CN,major,35.0,105.0,People’s Republic of China,1330044000
1,2-s2.0-84988485944,,CN,major,35.0,105.0,People’s Republic of China,1330044000
2,2-s2.0-84988485944,,IT,minor,42.83333,12.83333,Repubblica Italiana,60340328
0,2-s2.0-84935684511,,,minor,12.38293,103.00781,Southeast Asia,608290000
1,2-s2.0-84935684511,,ZA,major,-29.0,24.0,Republic of South Africa,49000000
2,2-s2.0-84935684511,,ZA,major,-29.0,24.0,Republic of South Africa,49000000
3,2-s2.0-84935684511,,ZA,major,-29.0,24.0,Republic of South Africa,49000000
4,2-s2.0-84935684511,,ZA,major,-29.0,24.0,Republic of South Africa,49000000
5,2-s2.0-84935684511,,ES,minor,40.0,-4.0,Kingdom of Spain,46505963
6,2-s2.0-84935684511,,ES,minor,40.0,-4.0,Kingdom of Spain,46505963
7,2-s2.0-84935684511,,CN,minor,35.0,105.0,People’s Republic of China,1330044000
6,2-s2.0-33748868378,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754.0
0,2-s2.0-33748868378,,AU,minor,-27.46794,153.02809,Brisbane,2189878.0
1,2-s2.0-33748868378,,AU,minor,-27.46794,153.02809,Brisbane,2189878.0
2,2-s2.0-33748868378,,AU,minor,-27.46794,153.02809,Brisbane,2189878.0
3,2-s2.0-33748868378,,AU,minor,-27.46794,153.02809,Brisbane,2189878.0
4,2-s2.0-33748868378,,AU,minor,-27.46794,153.02809,Brisbane,2189878.0
5,2-s2.0-33748868378,,AU,minor,-20.0,145.0,State of Queensland,4332739.0
0,2-s2.0-0030302012,,TN,major,34.0,9.0,Republic of Tunisia,10589025
1,2-s2.0-0030302012,,TN,major,34.0,9.0,Republic of Tunisia,10589025
2,2-s2.0-0030302012,,TN,minor,34.74056,10.76028,Sfax,277278
0,2-s2.0-84865816134,,TR,major,39.0,35.0,Republic of Turkey,77804122
1,2-s2.0-84865816134,,TR,major,39.0,35.0,Republic of Turkey,77804122
2,2-s2.0-84865816134,,TR,major,39.0,35.0,Republic of Turkey,77804122
3,2-s2.0-84865816134,,TR,major,39.0,35.0,Republic of Turkey,77804122
2,2-s2.0-0032881487,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0032881487,,US,minor,28.75054,-82.5001,Florida,17671452.0
1,2-s2.0-0032881487,,US,minor,28.75054,-82.5001,Florida,17671452.0
0,2-s2.0-84977117270,,,minor,46.07323,-100.54688,North America,0
1,2-s2.0-84977117270,,US,major,39.76,-98.5,United States,310232863
3,2-s2.0-84885439238,,CN,major,35.0,105.0,People’s Republic of China,1330044000.0
0,2-s2.0-84885439238,,CN,minor,26.06139,119.30611,Fuzhou,1179720.0
1,2-s2.0-84885439238,,CN,minor,26.06139,119.30611,Fuzhou,1179720.0
2,2-s2.0-84885439238,,CN,minor,26.25,118.0,Fujian Sheng,36890000.0
0,2-s2.0-33746144813,,,,,,,
0,2-s2.0-0037396926,,,,,,,
0,2-s2.0-85009210886,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
0,2-s2.0-84958153183,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
0,2-s2.0-84930370471,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
1,2-s2.0-84930370471,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
2,2-s2.0-84930370471,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
3,2-s2.0-84930370471,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
4,2-s2.0-84930370471,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
5,2-s2.0-84930370471,,AU,minor,-33.86785,151.20732,Sydney,4627345
6,2-s2.0-84930370471,,AU,minor,-33.86785,151.20732,Sydney,4627345
7,2-s2.0-84930370471,,AU,minor,-33.86785,151.20732,Sydney,4627345
8,2-s2.0-84930370471,,AU,minor,-33.86785,151.20732,Sydney,4627345
9,2-s2.0-84930370471,,AU,minor,-19.26639,146.80569,Townsville,196219
10,2-s2.0-84930370471,,AU,minor,-27.46794,153.02809,Brisbane,2189878
0,2-s2.0-33750494554,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
1,2-s2.0-33750494554,,AU,minor,-33.86785,151.20732,Sydney,4627345
2,2-s2.0-33750494554,,AU,minor,-20.0,145.0,State of Queensland,4332739
0,2-s2.0-0033672953,,,,,,,
0,2-s2.0-0000101789,,NZ,major,-42.0,174.0,New Zealand,4252277
1,2-s2.0-0000101789,,NZ,major,-42.0,174.0,New Zealand,4252277
0,2-s2.0-78650927427,,,,,,,
0,2-s2.0-63149182581,,,,,,,
0,2-s2.0-33646879427,,,,,,,
0,2-s2.0-33644893342,,,,,,,
0,2-s2.0-84872586710,,YE,major,15.5,47.5,Republic of Yemen,23495361
1,2-s2.0-84872586710,,YE,major,15.5,47.5,Republic of Yemen,23495361
2,2-s2.0-84872586710,,YE,major,15.5,47.5,Republic of Yemen,23495361
3,2-s2.0-84872586710,,YE,major,15.5,47.5,Republic of Yemen,23495361
4,2-s2.0-84872586710,,YE,major,15.5,47.5,Republic of Yemen,23495361
5,2-s2.0-84872586710,,AQ,minor,-77.6,161.08333,Linnaeus Terrace,0
6,2-s2.0-84872586710,,AQ,minor,-77.6,161.08333,Linnaeus Terrace,0
3,2-s2.0-84859302384,,CN,major,35.0,105.0,People’s Republic of China,1330044000.0
0,2-s2.0-84859302384,,CN,minor,26.06139,119.30611,Fuzhou,1179720.0
1,2-s2.0-84859302384,,CN,minor,26.06139,119.30611,Fuzhou,1179720.0
2,2-s2.0-84859302384,,CN,minor,34.84861,118.04472,Bianzhuang,65381.0
0,2-s2.0-0342665084,,,,,,,
0,2-s2.0-85012195624,,,minor,29.84064,89.29688,Asia,3812366000
1,2-s2.0-85012195624,,,minor,29.84064,89.29688,Asia,3812366000
2,2-s2.0-85012195624,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
3,2-s2.0-85012195624,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
4,2-s2.0-85012195624,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
5,2-s2.0-85012195624,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
0,2-s2.0-0035975040,,,,,,,
0,2-s2.0-0035826220,,,,,,,
1,2-s2.0-0034808101,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754.0
0,2-s2.0-0034808101,,AU,minor,-27.10731,152.92937,Moreton Bay,408914.0
0,2-s2.0-0035826157,,,,,,,
0,2-s2.0-2542502820,,,,,,,
0,2-s2.0-0036897717,,,,,,,
1,2-s2.0-0029501270,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0029501270,,US,minor,28.75054,-82.5001,Florida,17671452.0
5,2-s2.0-0035540927,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0035540927,,US,minor,28.75054,-82.5001,Florida,17671452.0
1,2-s2.0-0035540927,,US,minor,28.75054,-82.5001,Florida,17671452.0
2,2-s2.0-0035540927,,US,minor,28.75054,-82.5001,Florida,17671452.0
3,2-s2.0-0035540927,,US,minor,28.75054,-82.5001,Florida,17671452.0
4,2-s2.0-0035540927,,US,minor,28.75054,-82.5001,Florida,17671452.0
0,2-s2.0-77949890002,,CR,major,10.0,-84.0,Republic of Costa Rica,4516220
0,2-s2.0-0026273537,,,,,,,
0,2-s2.0-0024180801,,CR,major,10.0,-84.0,Republic of Costa Rica,4516220
1,2-s2.0-0024180801,,CR,minor,9.97625,-84.83836,Puntarenas,35650
0,2-s2.0-0030501431,,IT,major,42.83333,12.83333,Repubblica Italiana,60340328
0,2-s2.0-84928408032,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
1,2-s2.0-84928408032,,PA,major,9.0,-80.0,Republic of Panama,3410676
0,2-s2.0-55249091343,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
0,2-s2.0-33746929544,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
0,2-s2.0-24744447423,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
0,2-s2.0-4043082806,,,,,,,
0,2-s2.0-41549089755,,CN,major,35.0,105.0,People’s Republic of China,1330044000
1,2-s2.0-41549089755,,CN,minor,23.5,113.25,Guangdong Sheng,104303132
0,2-s2.0-63349101790,,,,,,,
0,2-s2.0-61849115602,,,,,,,
0,2-s2.0-41549149267,,,,,,,
0,2-s2.0-13544256460,,CN,major,35.0,105.0,People’s Republic of China,1330044000
1,2-s2.0-13544256460,,CN,minor,22.08829,101.0248,Xishuangbanna Daizu Zizhizhou,0
0,2-s2.0-85033712219,,PH,major,13.0,122.0,Republic of the Philippines,99900177
1,2-s2.0-85033712219,,PH,major,13.0,122.0,Republic of the Philippines,99900177
0,2-s2.0-84904395881,,,,,,,
2,2-s2.0-0000069801,,GY,major,5.0,-59.0,Co-operative Republic of Guyana,748486.0
0,2-s2.0-0000069801,,CR,major,10.0,-84.0,Republic of Costa Rica,4516220.0
1,2-s2.0-0000069801,,GY,minor,3.66667,-59.68333,New Guinea,0.0
0,2-s2.0-0001204058,,,minor,29.84064,89.29688,Asia,3812366000
1,2-s2.0-0001204058,,CR,major,10.0,-84.0,Republic of Costa Rica,4516220
2,2-s2.0-0001204058,,CR,major,10.0,-84.0,Republic of Costa Rica,4516220
3,2-s2.0-0001204058,,CR,major,10.0,-84.0,Republic of Costa Rica,4516220
4,2-s2.0-0001204058,,US,minor,28.75054,-82.5001,Florida,17671452
0,2-s2.0-84899141454,,,,,,,
0,2-s2.0-84977687995,,IL,major,31.5,34.75,State of Israel,7353985
0,2-s2.0-84863778747,,JP,major,35.68536,139.75309,Japan,127288000
1,2-s2.0-84863778747,,JP,minor,34.23333,135.16667,Wakayama,351000
0,2-s2.0-84973154493,,,,,,,
0,2-s2.0-84880153372,,TW,major,24.0,121.0,Taiwan,22894384
0,2-s2.0-84859958048,,,,,,,
0,2-s2.0-0034809296,,,,,,,
0,2-s2.0-84930933291,,,,,,,
0,2-s2.0-16344370814,,,,,,,
0,2-s2.0-79851492550,,,,,,,
0,2-s2.0-84995422386,,JP,major,35.68536,139.75309,Japan,127288000
1,2-s2.0-84995422386,,TW,major,24.0,121.0,Taiwan,22894384
0,2-s2.0-84905463233,,JP,major,35.68536,139.75309,Japan,127288000
0,2-s2.0-33748423903,,FR,major,46.0,2.0,Republic of France,64768389
0,2-s2.0-0036112244,,,,,,,
0,2-s2.0-0001221029,,,,,,,
0,2-s2.0-84976611027,,IR,major,32.0,53.0,Islamic Republic of Iran,76923300
1,2-s2.0-84976611027,,IR,minor,29.1266,54.0421,Estahbān,0
2,2-s2.0-84976611027,,US,minor,33.88399,-84.51438,Smyrna,56146
3,2-s2.0-84976611027,,PH,minor,14.3595,121.0473,San Pedro,270216
0,2-s2.0-84871858222,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
1,2-s2.0-84871858222,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
0,2-s2.0-79960089428,,,,,,,
0,2-s2.0-77954521834,,,,,,,
0,2-s2.0-30344433472,,,,,,,
1,2-s2.0-0242298132,,BA,major,44.25,17.83333,Bosnia and Herzegovina,4590000.0
0,2-s2.0-0242298132,,BA,minor,44.08641,17.88569,Carica,0.0
0,2-s2.0-0037518688,,,,,,,
0,2-s2.0-84875099884,,,,,,,
0,2-s2.0-84879249453,,,,,,,
0,2-s2.0-0032491904,,,,,,,
1,2-s2.0-0032441377,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0032441377,,US,minor,34.87223,-114.1494,Yucca,126.0
1,2-s2.0-0031712554,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0031712554,,US,minor,37.25022,-119.75126,California,37691912.0
0,2-s2.0-0028163512,,,,,,,
0,2-s2.0-0027079051,,IT,major,42.83333,12.83333,Repubblica Italiana,60340328
0,2-s2.0-84982074786,,,,,,,
0,2-s2.0-84985407139,,,,,,,
0,2-s2.0-84981636176,,,,,,,
0,2-s2.0-84966140846,,,,,,,
0,2-s2.0-0031465160,,AO,minor,-12.5,18.5,Republic of Angola,13068161
1,2-s2.0-0031465160,,CI,major,8.0,-5.5,Republic of Côte d’Ivoire,21058798
2,2-s2.0-0031465160,,CI,major,8.0,-5.5,Republic of Côte d’Ivoire,21058798
1,2-s2.0-84908269401,,IQ,major,33.0,44.0,Republic of Iraq,29671605.0
0,2-s2.0-84908269401,,IQ,minor,31.0381,47.29445,‘Aslān,0.0
0,2-s2.0-84903645682,,,,,,,
0,2-s2.0-84884528535,,,,,,,
0,2-s2.0-79551512810,,CN,major,35.0,105.0,People’s Republic of China,1330044000
1,2-s2.0-79551512810,,CN,minor,22.08829,101.0248,Xishuangbanna Daizu Zizhizhou,0
0,2-s2.0-77951167842,,,,,,,
1,2-s2.0-77649243723,,GR,major,39.0,22.0,Hellenic Republic,11000000.0
0,2-s2.0-77649243723,,GR,minor,38.57358,21.66628,Thérmo,1957.0
0,2-s2.0-57349148069,,,,,,,
0,2-s2.0-0036320910,,CN,major,35.0,105.0,People’s Republic of China,1330044000
1,2-s2.0-0036320910,,CN,minor,22.08829,101.0248,Xishuangbanna Daizu Zizhizhou,0
2,2-s2.0-0036320910,,CN,minor,22.08829,101.0248,Xishuangbanna Daizu Zizhizhou,0
0,2-s2.0-85029603352,,,,,,,
0,2-s2.0-84934883051,,,,,,,
0,2-s2.0-84911902194,,,,,,,
0,2-s2.0-84908073724,,,,,,,
0,2-s2.0-84897992205,,,,,,,
0,2-s2.0-84890489571,,,,,,,
0,2-s2.0-84875588651,,,,,,,
0,2-s2.0-84872042746,,,,,,,
0,2-s2.0-84872441586,,,,,,,
0,2-s2.0-76049112779,,,,,,,
0,2-s2.0-65249174017,,CN,major,35.0,105.0,People’s Republic of China,1330044000
0,2-s2.0-77953942876,,NA,major,-22.0,17.0,Republic of Namibia,2128471
0,2-s2.0-73949110998,,NA,major,-22.0,17.0,Republic of Namibia,2128471
1,2-s2.0-73949110998,,NA,minor,-21.18333,13.61667,Ugab,0
2,2-s2.0-73949110998,,NA,minor,-23.0,15.0,Namib Desert,0
0,2-s2.0-0026282726,,,,,,,
0,2-s2.0-84981566010,,KE,major,1.0,38.0,Republic of Kenya,40046566
1,2-s2.0-84981566010,,KE,minor,-1.90122,36.287,Magadi,14529
0,2-s2.0-78650346443,,,,,,,
0,2-s2.0-84979000029,,,,,,,
0,2-s2.0-84863683699,,,,,,,
0,2-s2.0-84899626320,,,,,,,
0,2-s2.0-84875595865,,,,,,,
0,2-s2.0-77954255646,,,minor,29.84064,89.29688,Asia,3812366000
1,2-s2.0-77954255646,,IN,major,22.0,79.0,Republic of India,1173108018
2,2-s2.0-77954255646,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
3,2-s2.0-77954255646,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
4,2-s2.0-77954255646,,CN,minor,35.0,105.0,People’s Republic of China,1330044000
5,2-s2.0-77954255646,,TH,minor,15.5,101.0,Kingdom of Thailand,67089500
6,2-s2.0-77954255646,,IN,minor,28.62264,77.21733,Asian International,0
0,2-s2.0-77952966483,,,,,,,
0,2-s2.0-67649865621,,CN,major,35.0,105.0,People’s Republic of China,1330044000
1,2-s2.0-67649865621,,TH,major,15.5,101.0,Kingdom of Thailand,67089500
2,2-s2.0-67649865621,,CN,minor,22.08829,101.0248,Xishuangbanna Daizu Zizhizhou,0
3,2-s2.0-67649865621,,TH,minor,18.79038,98.98468,Chiang Mai,200952
0,2-s2.0-41549096063,,CN,major,35.0,105.0,People’s Republic of China,1330044000
1,2-s2.0-41549096063,,CN,minor,22.08829,101.0248,Xishuangbanna Daizu Zizhizhou,0
2,2-s2.0-41549096063,,CN,minor,25.0,101.5,Yunnan Sheng,45430000
2,2-s2.0-1942437577,,CN,major,35.0,105.0,People’s Republic of China,1330044000.0
0,2-s2.0-1942437577,,CN,minor,22.08829,101.0248,Xishuangbanna Daizu Zizhizhou,0.0
1,2-s2.0-1942437577,,CN,minor,25.0,101.5,Yunnan Sheng,45430000.0
0,2-s2.0-77956988840,,,,,,,
0,2-s2.0-70349310322,,,,,,,
0,2-s2.0-33846445240,,,minor,7.1881,21.09375,Africa,1031833000
1,2-s2.0-33846445240,,ZA,major,-29.0,24.0,Republic of South Africa,49000000
0,2-s2.0-77649244625,,UG,major,1.25,32.5,Republic of Uganda,33398682
1,2-s2.0-77649244625,,UG,minor,0.8,31.06667,Kibale,5200
0,2-s2.0-12144277391,,,,,,,
0,2-s2.0-0002795455,,,,,,,
1,2-s2.0-84867638865,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330.0
0,2-s2.0-84867638865,,BR,minor,-6.38547,-36.63908,Acari,11035.0
0,2-s2.0-84860336093,,ZA,major,-29.0,24.0,Republic of South Africa,49000000
1,2-s2.0-84860336093,,ZA,minor,-33.30422,26.53276,Grahamstown,91548
0,2-s2.0-0028183713,,,,,,,
0,2-s2.0-0028183714,,,,,,,
0,2-s2.0-84858774087,,,minor,7.1881,21.09375,Africa,1031833000
1,2-s2.0-84858774087,,ZA,major,-29.0,24.0,Republic of South Africa,49000000
2,2-s2.0-84858774087,,ZA,minor,-29.0,30.0,Province of KwaZulu-Natal,10154469
3,2-s2.0-84858774087,,ZA,minor,-29.0,30.0,Province of KwaZulu-Natal,10154469
0,2-s2.0-0032245735,,,,,,,
2,2-s2.0-84935104799,,MY,major,2.5,112.5,Malaysia,28274729.0
0,2-s2.0-84935104799,,,minor,29.84064,89.29688,Asia,3812366000.0
1,2-s2.0-84935104799,,MY,minor,2.6933,101.8809,Ladang Australasia,0.0
0,2-s2.0-84885437248,,CN,major,35.0,105.0,People’s Republic of China,1330044000
1,2-s2.0-84885437248,,CN,minor,26.06139,119.30611,Fuzhou,1179720
2,2-s2.0-84885437248,,CN,minor,26.06139,119.30611,Fuzhou,1179720
3,2-s2.0-84885437248,,NE,minor,16.6594,8.1882,Adénine,0
0,2-s2.0-79953242644,,CN,major,35.0,105.0,People’s Republic of China,1330044000
1,2-s2.0-79953242644,,CN,minor,19.25,109.75,Hainan Sheng,8540000
2,2-s2.0-79953242644,,CN,minor,26.25,118.0,Fujian Sheng,36890000
3,2-s2.0-41549118632,,CN,major,35.0,105.0,People’s Republic of China,1330044000.0
0,2-s2.0-41549118632,,CN,minor,23.11667,113.25,Guangzhou,11071424.0
1,2-s2.0-41549118632,,CN,minor,32.8999,115.8166,South China Hotel Fuyang,0.0
2,2-s2.0-41549118632,,CN,minor,32.8999,115.8166,South China Hotel Fuyang,0.0
0,2-s2.0-84899644611,,CN,major,35.0,105.0,People’s Republic of China,1330044000
0,2-s2.0-41549115591,,CN,major,35.0,105.0,People’s Republic of China,1330044000
1,2-s2.0-41549115591,,CN,minor,22.08829,101.0248,Xishuangbanna Daizu Zizhizhou,0
0,2-s2.0-2342622203,,,,,,,
0,2-s2.0-35748969872,,,,,,,
1,2-s2.0-1642539054,,RO,major,46.0,25.0,România,21959278.0
0,2-s2.0-1642539054,,RO,minor,45.41667,29.28333,Chilia Veche,3599.0
0,2-s2.0-0029151999,,IL,major,31.5,34.75,State of Israel,7353985
0,2-s2.0-38649093929,,,,,,,
0,2-s2.0-85032109662,,,,,,,
0,2-s2.0-84862339757,,,,,,,
0,2-s2.0-84861454199,,,,,,,
0,2-s2.0-73649133964,,,,,,,
0,2-s2.0-1242322529,,,,,,,
0,2-s2.0-84938201127,,CN,major,35.0,105.0,People’s Republic of China,1330044000
0,2-s2.0-85042533673,,,,,,,
0,2-s2.0-84930938850,,,,,,,
0,2-s2.0-84858750353,,,,,,,
0,2-s2.0-85032582463,,,,,,,
0,2-s2.0-79955632250,,,,,,,
0,2-s2.0-84968813523,,,,,,,
6,2-s2.0-0033400146,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0033400146,,US,minor,30.26715,-97.74306,Austin,931830.0
1,2-s2.0-0033400146,,US,minor,30.26715,-97.74306,Austin,931830.0
2,2-s2.0-0033400146,,US,minor,30.26715,-97.74306,Austin,931830.0
3,2-s2.0-0033400146,,US,minor,30.26715,-97.74306,Austin,931830.0
4,2-s2.0-0033400146,,US,minor,30.26715,-97.74306,Austin,931830.0
5,2-s2.0-0033400146,,GH,minor,10.84933,-1.23265,Gwenia,0.0
0,2-s2.0-64849098631,,,,,,,
5,2-s2.0-0030437988,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0030437988,,US,minor,42.00027,-93.50049,Iowa,2955010.0
1,2-s2.0-0030437988,,US,minor,42.00027,-93.50049,Iowa,2955010.0
2,2-s2.0-0030437988,,US,minor,42.00027,-93.50049,Iowa,2955010.0
3,2-s2.0-0030437988,,US,minor,42.00027,-93.50049,Iowa,2955010.0
4,2-s2.0-0030437988,,US,minor,42.00027,-93.50049,Iowa,2955010.0
0,2-s2.0-85020862593,,,,,,,
0,2-s2.0-85009110842,,,,,,,
0,2-s2.0-68149167809,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-68149167809,,US,minor,28.75054,-82.5001,Florida,17671452
0,2-s2.0-84988442235,,,,,,,
0,2-s2.0-85038967692,,,minor,29.84064,89.29688,Asia,3812366000
1,2-s2.0-85038967692,,US,major,39.76,-98.5,United States,310232863
2,2-s2.0-85038387771,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-85038387771,,US,minor,28.75054,-82.5001,Florida,17671452.0
1,2-s2.0-85038387771,,US,minor,28.75054,-82.5001,Florida,17671452.0
0,2-s2.0-84898459009,,GE,major,41.99998,43.4999,Georgia,4630000
2,2-s2.0-79951872799,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-79951872799,,US,minor,41.98475,-88.07979,Roselle,22994.0
1,2-s2.0-79951872799,,US,minor,32.78306,-96.80667,Dallas,1300092.0
0,2-s2.0-70349754396,,,,,,,
0,2-s2.0-84858382376,,,,,,,
0,2-s2.0-0024187144,,,,,,,
